username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,used_hashtags
davpro90,25.0%,0.0%,14.29%,11.11%,50.0%,42.86%,"['#verrücktnachmarry', '#icetea🌱', '#eistee', '#fun', '#funny', '#whatsbetter', '#whattodo', '#quiz', '#vote', '#raspberries', '#mate', '#drinks', '#challenge', '#choose', '#decisions', '#friendship', '#friends', '#partnerincrime', '#crazy', '#littlebitcrazy', '#tongue', '#showtongue', '#filter', '#marryicetea', '#refresh', '#refreshing', '#icetea', '#langeweile', '#neues', '#beauty', '#lieblingsmensch', '#shooting', '#grimaces', '#notserious', '#humour', '#productshot', '#funatwork', '#dontworrybemarry', '#icedtea', '#berrydrink', '#haidenspass', '#aeijst', '#newdrink', '#passion', '#wodka', '#alcohol', '#somethingnew', '#thinkdifferent', '#teamwork', '#drinking', '#cheers', '#deliciousdrink', '#business', '#collaboration', '#haidi', '#shadows', '#shadow', '#drink', '#instarunners', '#perfectmatch', '#haha', '#motivation', '#goals', '#reflections', '#cooking', '#bromance', '#bestcousin', '#eating', '#foodporn', '#foodlover', '#chappi', '#friendshipgoals', '#knödelmitei', '#delicious', '#hobbycooking', '#newphew', '#uncle', '#family', '#familytime', '#berries', '#local', '#styria💚', '#lesssugar', '#cute', '#bestnephew', '#chocolate', '#mmmmh', '#chocolatelover', '#magic', '#effects', '#videoeffects', '#smile', '#gutaufgelegt', '#videodreh', '#shakeshakeshake', '#shake', '#cooldrinks', '#regional', '#marrymindset', '#bff', '#partnerincrime😈', '#berry', '#urban', '#startup', '#austria', '#proud', '#natur', '#yasmintee', '#ingredients', '#experiment', '#organic', '#snapshot', '#startuplife', '#random', '#graz', '#advertisement', '#keepsmiling', '#drinks🍹', '#puzzle', '#picture', '#berries🍓', '#freshdrink', '#fresh', '#marry', '#creative', '#concentration', '#schaufenster', '#productdesign', '#products', '#herrengassegraz', '#newcustomer', '#togetherisbetter', '#berrys', '#berrylove', '#marryKunde', '#erhatdiehaareschön', '#barbershop', '#gin', '#cooperation', '#drinklocal', '#vegandrink', '#glassbottle', '#somethingaboutmarry', '#blackberries', '#bigeyes', '#drinkandfun', '#juicy', '#secret', '#wholefruit', '#delicous', '#verrücktnachbarry', '#tasty', '#styria', '#drinkthis', '#entrepreneur', '#getränke', '#trinkenhilft', '#handmade', '#handmadewithlove', '#grimace', '#youngandurban', '#sunset', '#perfectmoment', '#partneriscrime']"
carina_has,0.0%,0.0%,14.29%,11.11%,16.67%,0.0%,"['#studio', '#producing', '#newmusic', '#guitarist', '#gitarristin', '#recordingstudio', '#recordingsession', '#songwriting', '#popmusic', '#musiclover', '#musicismylife', '#blackmagicwomen', '#carlossantana', '#latinmusic', '#bassguitar', '#mexico', '#travel', '#cozumel', '#snorkeling', '#playa', '#yucatan', '#familytime', '#lavidaesuna', '#liveshow', '#musiclife', '#justaminute', '#vienna', '#openair', '#lovemusic', '#singer', '#vocalist', '#liveperformance', '#ladymechanic', '#guitarista', '#fender', '#stratocaster', '#femalemusicians', '#pop', '#wienstagram', '#femaledrummer', '#femalebassplayer', '#livemoments', '#stagetime', '#viennamusic', '#womenonstage', '#femalebassist', '#femaleguitarist', '#hannakristall', '#instamusicians', '#bladeguitars', '#liveonstage', '#musicaddict', '#guitarrista', '#breatheagain', '#music', '#solo', '#guitarsolo', '#guitarsolos', '#femalemusician', '#guitarlove', '#sisterrosettatharpe', '#womeninbusiness', '#womeninpower', '#womensday', '#femaleartist', '#femaleinstrumentalist', '#strongwomen', '#femalerolemodels', '#influencer', '#lgbtq', '#lgbt', '#heroine', '#feminist', '#rocknroll', '#blues', '#godmother', '#heldinnen', '#frauentag', '#frauentag2020', '#inspiration', '#inspiringmoments', '#thejacksons', '#thejacksonsontour', '#bestguitarist', '#steviewonder', '#guitarlovers', '#legatorguitars', '#guitarlife', '#backstage', '#sunday😊🎧', '#produciendo', '#femaleproducers', '#vocalproduction', '#vocals', '#melodyne', '#throwback', '#birthday', '#musiclovers', '#bestdrummer', '#theviperroomhollywood', '#kulturmontag', '#stayhome', '#youarenotalone', '#balkonkonzert', '#balkon', '#orf', '#wienkultur', '#corona', '#covid19', '#coronavirus', '#coronamusic', '#musicagainstcorona', '#stayhomebaby', '#1meterabstand', '#willkommenösterreich', '#orfkultur', '#wienliebe', '#instavienna', '#wirbleibenzuhause', '#bleibdaheim', '#bleibdahoam', '#quédateencasa', '#michaeljackson', '#ontv', '#videoshoot', '#musicvideo', '#rollsroyce', '#oltimer', '#urbanjungle', '#citylife', '#sunsset', '#girlsonfire', '#stayhealthy', '#balconyconcert', '#livelooping', '#loopstation', '#athome', '#coronalife', '#fenderhotroddeluxe', '#relaxing', '#holidaymood', '#sweetestdog', '#malteser', '#maltesers', '#siesta', '#funnydogs', '#workstartsmonday', '#teacher', '#blade', '#guitarlover', '#strymon', '#livemusic', '#musicians', '#songwriters', '#viennamusicians', '#musikerin', '#musicdaily', '#dailylife', '#stagelife', '#femaleband', '#billieeilish', '#finneas', '#notimetodie', '#cover', '#jamesbond', '#007', '#igersaustria', '#igersvienna', '#losangeles', '#blackandwhite', '#streetstyle', '#urban', '#guitaristsofinstagram', '#popculture', '#instacovers', '#singersofinstagram', '#neumann', '#billieeilishvideos', '#billie', '#instasinger', '#notimetodie007', '#underwaterphotography', '#seastar', '#paradise', '#underwaterphotographer', '#underwaterlife', '#cozumelphotographer', '#elcielo', '#longboard', '#recycling', '#sportmotivation', '#surfskate', '#feelinglikeachild', '#sundayvibes', '#outfitoftheday', '#bassline', '#weekendvibes', '#loveit', '#hiking', '#austria', '#steiermark', '#enjoynature', '#femaleguitarplayer', '#stagephotography', '#covid_19', '#quarantine', '#musicianlife', '#bestneighborhood', '#neighbours', '#coronalifestyle']"
aliki_gigerl,8.33%,0.0%,0.0%,44.44%,0.0%,14.29%,"['#meer', '#sonnenuntergang', '#meeresrauschen', '#vogelgezwitscher', '#seaside', '#abendstimmung', '#abend', '#montagabend', '#danbarkeit', '#dankbarsein', '#wertschätzung', '#einenmomentinnehalten', '#achtsamsein', '#achtsamkeit', '#achtsamkeitimalltag', '#vorstellungskraft', '#vorfreude', '#scarlino', '#marinadiscarlino', '#italy', '#bellaitalia', '#igersgraz', '#hund', '#dog', '#doggo', '#doggy', '#carlos', '#furryfriend', '#flauschigerfreund', '#hundesitten', '#dogsitting', '#spaziergang', '#walkies', '#igersstyria', '#igersaustria', '#yoga', '#challenge', '#yogachallenge', '#yogajedentag', '#ichliebeyoga', '#yogapraxis', '#yogaistfürjeden', '#yogaisforeverybody', '#yogagirl', '#yogis', '#yogini', '#yogazuhause', '#homeyoga', '#yogastudio', '#yogaimstudio', '#yogavorort', '#ruhe', '#entspannung', '#gelassenheit', '#krafttanken', '#zeitfürmich', '#zeitfürdich', '#namaste', '#graz', '#schloßberg', '#schloßberggraz', '#schlossberg', '#schlossberggraz', '#grazliebe', '#stadtgraz', '#diestadtmeineslebens', '#fotoderwochegraz', '#ausblick', '#citystroll', '#withaview', '#whataview', '#fromwhereistand', '#uhrturmgraz', '#stadtfotografie', '#cityphotography', '#wirliebengraz', '#word', '#gutenmorgen', '#stayhydrated', '#tee', '#wasser', '#flüssigkeit', '#wasserhaushalt', '#hydration', '#blumen', '#getrockneteblumen', '#trockenblumen', '#lebensmittelvergiftung', '#flüssigkeitszufuhr', '#teeliebe', '#teeliebhaber', '#goodmorning', '#tea', '#water', '#morningtea', '#mood', '#moodygram', '#flowers', '#driedflowers', '#flowergram', '#inspiration', '#inspo', '#tealove', '#tealover', '#tulpen', '#flowerpower', '#tulips', '#frühling', '#frühlingsbeginn', '#frühlingsstimmung', '#frühlingserwachen', '#flowerstagram', '#flowersofinstagram', '#spring', '#springmood', '#flowerbouquet', '#blooming', '#inbloom', '#sundayfunday', '#happysunday', '#sundaymood', '#schönensonntag', '#outfit', '#outfitdetails', '#fotos', '#fotografieren', '#fotografie', '#bilder', '#photography', '#pics', '#natur', '#tiere', '#gebäude', '#animals', '#nature', '#buildings', '#altbau', '#altbauliebe', '#beobachten', '#inhalieren', '#momentefesthalten', '#spazieren', '#lockdown', '#lockdownbeschäftigung', '#corona', '#hochdiehändewochenende', '#wochenende', '#weekend', '#weekendplans', '#aperol', '#aperoltime', '#afterworkaperol', '#italienvibes', '#italyvibes', '#drinksofinstagram', '#yogaposen', '#yogareise', '#yogalife', '#mindful', '#selbstliebe', '#selbstfürsorge', '#selfcare', '#meditation', '#kochen', '#kochprozess', '#cooking', '#kreativität', '#wochenpläne', '#nährstoffe', '#zeitersparnis', '#geldsparen', '#kochenverbindet', '#genuss', '#purergenuss', '#rezepte', '#recipes', '#freestylecooking', '#kochenmitliebe', '#genussmensch', '#pflanzlicheernährung', '#whatveganseat', '#grazvegan', '#alikis_kitchenstories', '#mapiful', '#mapifulfamily', '#art', '#starmap', '#textmap', '#geschenke', '#freude', '#muttertag', '#mothersday', '#mamaundtochter', '#motheranddaughter', '#valentinstag', '#valentinesday', '#valentinstagsbrunch', '#veganerbrunch', '#brunch', '#valentinisstvegan', '#khcbrunch', '#kunsthauscafe', '#kunsthauscafegraz', '#duftkerze', '#veganeduftkerze', '#zeitzuzweit', '#gemeinsamschlemmen', '#meerschweinchenmama', '#meerschweinchen', '#guineapigs', '#guineapigsofinstagram', '#hunde', '#vierbeiner', '#zweibeiner', '#tierischer', '#auflug', '#snacktime', '#frühlingsgefühle', '#frühlingsblumen', '#blumenwiese', '#igerssteiermark', '#makeup', '#schminken', '#schminkenodernichtschminken', '#schminkenimlockdown', '#socialdistancing', '#mns', '#mundnasenschutz', '#selbstwertgefühl', '#selbstfürsorge', '#seiachtsam', '#schenkdir', '#liebe', '#aufmerksamkeit', '#zeit', '#schenkdiraufmerksamkeit', '#schenkdirliebe', '#schenkdirzeit', '#selbsthilfe', '#weilihreseuchwertseid', '#weilichesmirwertbin', '#kälte', '#kälteade', '#genug', '#sonne', '#wärme', '#normalität', '#lebenmitcorona', '#sightseeing', '#essengehen', '#drinks', '#kino', '#freizeit', '#freizeitprogramm', '#lebengenießen', '#seelebaumelnlassen', '#freiheit', '#freiheitgenießen', '#pläne', '#siena', '#stadtspaziergang', '#italien', '#bellaitalien', '#mucki', '#guineasofinsta', '#instaguineas', '#furryfriends', '#guineapiglove', '#meeris', '#lovetheguinea', '#fluffsters', '#petsgram', '#cutenessoverload', '#happiness', '#stateofmind', '#fröhlichkeit', '#fröhlichsein', '#lachen', '#lächeln', '#glücklich', '#glücklichsein', '#glücklichermensch', '#glücklichemenschen', '#gefühle', '#emotionen', '#gedanken', '#selfie', '#selfietime', '#löwenmähne', '#wavyhair', '#longhair', '#nachdenklichkeit', '#froheostern', '#frohe', '#ostern', '#osterfest', '#osterwochenende', '#relax', '#cbd', '#hanf', '#cannabrother', '#cbdaustria', '#einbisschenentspannung', '#schauaufdich', '#entspannungpur', '#wohlfühlen', '#sections', '#wohlfühlpaket', '#getrenntewege', '#getrenntewegegehen', '#tod', '#trauer', '#trennung', '#unterdrückte', '#wünsche', '#liebevolleworte', '#menschlichkeit', '#sentimental', '#emotional', '#emotionaleworte', '#richtigerzeitpunkt', '#jetztistderrichtigezeitpunkt', '#veigan', '#cosmetics', '#skinproducts', '#skincare', '#hautpflege', '#vegan', '#plantbased', '#crueltyfree', '#recyclable', '#dailyroutine', '#cleansingoil', '#toner', '#mist', '#kosmetik', '#hautpflegeprodukte', '#organic', '#skinfluencer', '#sonntag', '#sonntagabend', '#1minutefürdich', '#1minutefürmich', '#1minutemeditation', '#gedankenreise', '#vorstellung', '#winterspaziergang', '#winterlandschaft', '#winterwonderland', '#mentalegesundheit', '#mentalhealthawareness', '#bad', '#badnehmen', '#heißesbad', '#schaumbad', '#bathtime', '#wein', '#vino', '#kerze', '#kuschlige', '#atmosphäre', '#wohlfühlatmosphäre', '#zeitschaffen', '#entspannen', '#achtsamkeitimmalltag', '#fairfashion', '#fairemode', '#ecofashion', '#ecofriendly', '#veganfashion', '#secondhand', '#ethical', '#eco', '#fair', '#sustainablefashion', '#fairtrade', '#fairtradefashion', '#nachhaltig', '#bewusstshoppen', '#bewusstleben', '#veja', '#vejashoes', '#foto', '#fototermin', '#fotoshooting', '#shoot', '#portrait', '#studioherzfeld', '#team', '#newchallenge', '#neuewege', '#neuerabschnitt', '#jobwechsel', '#creativemind', '#kreativarbeit', '#throwback', '#warmerdays', '#florence', '#memories', '#roadtrip', '#tuscany', '#summer', '#2k19', '#summer2019', '#vacation', '#holiday', '#vacationmood', '#holidaymood', '#vacationmode', '#holidaymode', '#igersitaly']"
lucamagdalenaulz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#budapest', '#studentmussmansein', '#thursdayvibes', '#iamgettingold', '#bruisesbutmuchfun', '#sorrynotvegan', '#brisbanecity👣', '#Iamtheluckiestgirl😅', '#theperfectsizeforacoffeecup', '#exploretogether', '#happyus', '#coffeecupcrime', '#cappuccinoforsure', '#latteartlicious', '#excitedgirl', '#butdrivecarefully', '#bytheocean', '#homeinnotime', '#14hoursdone', '#6hourstogo', '#omasfotoskills', '#happykid', '#schnappschuss', '#oldbutgold', '#ulzfamily', '#unübertrefflich', '#proudtobepart']"
_katrina_melanja_,0.0%,0.0%,0.0%,0.0%,16.67%,28.57%,"['#boston', '#qualitytime', '#beautifulview', '#aupairlife', '#ringanapeople', '#salzburg', '#ringana', '#love', '#touri', '#sightseeing', '#hiking', '#bärenschützklamm', '#naturelover', '#beautifulaustria', '#visitaustria', '#styria💚', '#awareness', '#tbf', '#friendshipgoals', '#travelbuddy', '#internationalfriendship', '#newyear', '#newopportunities', '#2021', '#newmemoriestocome', '#happynewyear', '#breathtakingview', '#ocean', '#nature', '#bealive', '#allthatcountsarethelittlemoments', '#blackouttuesday', '#bmw', '#bmw4', '#bmwgrancoupe', '#lovemynewbabe', '#austin', '#newfamilymember', '#bmwgang', '#finally', '#verdient', '#believeandyouwillachieve', '#trust', '#achieverofunrealisticshit', '#youremine', '#hatersgonnahate', '#vibe', '#cargirl', '#carlover', '#mindset', '#dreamcometrue', '#luxury', '#luxurygoals', '#travel', '#traveltime', '#croatiatime', '#croatia', '#sunrise', '#sisterstrip', '#birthdaytrip', '#finallyvacation', '#roadtrip', '#austin420i', '#repost', '#sistertattoo', '#qualitytime❤️', '#tattoo', '#roots', '#cats', '#catlovers', '#universe', '#childoftheuniverse', '#geniessereiammarkt', '#amazingfood', '#graz', '#lovefood', '#foodie', '#enjoyingmybirthday', '#muscarisfrizzante', '#ilovemybirthday', '#ilovemylife', '#family', '#birthday', '#colorfullife', '#fashion', '#timeforadress', '#fancy', '#livingthegoodlife', '#sofree', '#sofresh', '#goodvibes', '#glamgirls', '#throwbackthursday', '#newyorkcity', '#breathtakingviews', '#oneworldtradecenterobservatory', '#timesquare', '#empirestatebuilding', '#centralpark', '#guggenheimmuseum', '#inlove', '#flowers', '#sunshine', '#botanicalgarden', '#enjoyingnaturesbeauty', '#steiermark', '#dobiniherdogherihin', '#lovenature', '#bright', '#beberhexa', '#home', '#favoritesongrightnow', '#missaustriasomuch', '#tryingnewways', '#inspirationalpost', '#tb', '#vorderergosausee', '#feeleverymoment', '#exciting', '#selfdevelopment', '#changeyourvibe', '#highvibe', '#washingtondc', '#travelgram', '#america', '#livingmydream', '#dreamcametrue', '#takebreaks', '#nevergiveup', '#youcandoit', '#großersonnstein', '#mountaintop', '#naturelove', '#throwback', '#newfriends', '#funtimestogether', '#exploreboston', '#lastcallpitches', '#newmemories', '#besties', '#morningslikethis', '#morningslikethese', '#happiness', '#skyismyfavoritecolor', '#sun', '#summervibes', '#beautifullake', '#mountains', '#perfectmoment', '#perfectshot', '#justletmefly', '#readyfortakeoff', '#memyselfandI', '#vacation', '#tbt', '#wandern', '#mountainlove', '#outdoorphotography', '#Österreich', '#extraordinaryview', '#adventure', '#explore', '#bergmensch', '#365austria', '#bergwelten', '#beautifulday', '#view', '#landscape', '#steigauf', '#paradies', '#wanderlust', '#austria', '#loves_austria', '#austriavision', '#autvibes', '#miami', '#wynwoodwalls', '#wynwoodartdistrict', '#goodbyeusa🇺🇸', '#seeyasoon']"
simon_reindl_,0.0%,0.0%,0.0%,11.11%,33.33%,14.29%,"['#vollfein', '#verrücktnachmarry', '#sfachlgraz', '#startup', '#foodandbeverage', '#business', '#pictureoftheday', '#rcbirkfeld', '#wolfsrudelsportsteam', '#gohardorgohome', '#startupbusiness', '#startuplife', '#motivation', '#drinkdifferent', '#regionalität', '#plastikfrei', '#vegan', '#österreich', '#steiermark', '#trinken', '#erfrischung', '#durstlöscher', '#drinks', '#urban', '#graz', '#igersgraz', '#eistee', '#nachhaltig', '#swimbikerun', '#agenturreindl', '#meinhausbaugmbh', '#bfast', '#im70', '#zellamsee', '#ironman', '#finisher', '#awesomefood', '#eatandstyle', '#greatday', '#awesomedrinks', '#nicehaircut', '#earlybird', '#sunrise', '#teufelstein', '#home', '#goodtime', '#breakfast', '#gönnung', '#foodlover', '#greatpeople', '#funday', '#funfunfun', '#wedding', '#love', '#friends', '#selfie', '#suitup', '#bowtie', '#weekend', '#grateful', '#enjoylife', '#leckerpizza', '#homemade', '#relax', '#schurl', '#ginmarry', '#speechless', '#proud', '#trilife', '#triaustria', '#tartu2018', '#europeanchampionship', '#wanderlust', '#deuter', '#marryicetea', '#mariazell', '#felberschoko', '#running', '#brooksrunning', '#hausberg', '#hardworkeasywork', '#gatsch', '#garry', '#officeday', '#friday', '#workhard', '#hustle', '#happy', '#innvestmentpunk', '#makersgonnamake', '#digital', '#neweconomy', '#verrücktnachbarry', '#picoftheday', '#landscapephotography', '#photography', '#teambuilding', '#tb', '#family', '#messe', '#innsbruck', '#fafga', '#itell']"
maja.autumn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#spring', '#flowers', '#womensday', '#igersgraz', '#weiterbildung', '#wifiwalk', '#lifelonglearning', '#motivation', '#blueberry', '#chiaseed', '#banana', '#breakfast', '#gojiberry', '#healthyfood', '#vegan', '#veganfood', '#whatveganseat', '#yummy', '#tasty', '#fruits', '#frühstück', '#graz', '#schlossberg', '#instagraz', '#startuplife', '#instagram', '#newtoinsta', '#tbsummer', '#winter', '#visitgraz', '#superfood', '#bowl', '#veganbreakfast']"
kubo_app,8.33%,0.0%,14.29%,11.11%,0.0%,0.0%,"['#kuboapp', '#brot', '#brotbackenmitsauerteiginperfektion', '#brotbackenmitliebe', '#brotduft', '#brotliebe', '#brotbackenistliebe', '#bäckerei', '#genuss', '#vollergeschmack', '#handwerk', '#ressourcenschonen', '#hoamatliebe', '#natursauerteig', '#konditorei', '#schokolade', '#schokoliebe', '#schokoladenmanufaktur', '#treue', '#loyalty', '#loyalität', '#kundenbindung', '#regional', '#birkfeld', '#steiermark', '#graz', '#wiedereröffnung', '#wiedereröffnungnachcorona', '#gastgarten', '#kaffeegenuss', '#coffeevibes', '#kaffee', '#kaffeekultur', '#kaffeeingraz', '#grazcoffee', '#supportyourlocalcoffeeroaster', '#coffeelover', '#frühling', '#gastgartensaison', '#frühlinggraz', '#visitgraz', '#punktesammeln', '#vorteilegenießen', '#bonussystem', '#frühstücksliebe', '#breakfastclub', '#frühstückistdiewichtigstemahlzeitdestages', '#reopening', '#cafefotter', '#cafefottergraz', '#kaffehaus', '#kaffeehauskultur', '#fotterbreakfastclub', '#fottern', '#frühstückingraz', '#frühstückeningraz', '#breakfastingraz', '#bestbreakfast', '#foodlovers', '#howtodo', '#hamster', '#hamsterliebe', '#nohamsterswereharmed', '#basteln', '#kleber', '#crafting', '#grazliebe', '#rebranding', '#kundengewinnung', '#stammkunden', '#neukundengewinnung', '#treueapp', '#hamstergram', '#summervibes', '#sommerpause', '#urlaubszeit', '#socialmediapause', '#pausensindwichtig', '#worklifebalance', '#mentalhealth', '#shoppingingraz', '#grazerfoodie', '#foodingraz', '#cooking', '#cookingwithwine', '#kochenmitliebe', '#kochenmitwein', '#weintrinker', '#weinliebhaber', '#winelovers', '#laughoftheday', '#quotes', '#quoteoftheday', '#startup', '#startupscene', '#startupaustria', '#linz', '#austria', '#kundenbonus', '#aktionen', '#geldsparen', '#geldsparenleichtgemacht', '#startupgraz', '#startupscenegraz', '#partnerbetriebe', '#grazundumgebung', '#techniccenter', '#haushaltsgeräte', '#elektrofachgeschäft', '#elektrofachhandel', '#kundenservice', '#familienbetrieb', '#reparierenstattwegwerfen', '#reparierenistwertschätzen', '#reparierenstattneukaufen', '#nachhaltig', '#nachhaltigimalltag', '#cheersrost', '#genussstück', '#regionaleinkaufen', '#nachhaltigeinkaufen', '#supportyourlocals', '#köstlichkeiten', '#smallbusiness', '#supportsmallbusiness', '#styria', '#interview', '#dasgrammgraz', '#dasdekagramm', '#unverpackteinkaufen', '#plastikfreieinkaufen', '#zerowaste', '#zerowasteliving', '#unverpacktladen', '#ökologisch', '#unverpackt', '#regionaleprodukte', '#zerowasteshopping', '#plastikfrei', '#nachhaltigleben', '#nachhaltigingraz', '#zerowastekitchen', '#derzerowasteladen', '#zerowastevienna', '#zerowasteaustria', '#zerowastegraz', '#treuepunkte', '#sammeln', '#frischesbrot', '#weiz', '#backenmitliebe', '#datenschutz', '#datenkrake', '#privatsphäre', '#konsumentenschutz', '#anonymitätwahren', '#feedbacksystem', '#grazaustria', '#appentwicklung', '#tellers', '#feedback', '#umfrage', '#hamstern', '#sparen', '#punktesammler', '#onlineshopping', '#shopping', '#schnäppchen', '#schnäppchenjäger', '#belohnen', '#gönndir', '#app', '#shoppingonline', '#shoppinggraz', '#oberösterreich', '#sestrastore', '#shoplocal', '#conceptstore', '#fashion', '#livingingraz', '#cityofgraz', '#aktion', '#gratis', '#lieblingslokal', '#neukunden', '#bonus', '#giveaway', '#gewinnspiel', '#dasgramm', '#zerowastebaby', '#freudeschenken', '#meilenstein', '#feiern', '#marryicetea', '#lavabräu', '#prost', '#erfrischung', '#qrcodes', '#qrcodescanner', '#montag', '#thesedays', '#wochenstart', '#lovetoshop', '#baddays', '#goodoutfit', '#shoppingquotesoftheday', '#breakfast', '#breakfasttime', '#frühstück', '#frühstückengehen', '#brunch', '#gaumenfreuden', '#esseningraz', '#grazfoodie', '#grazfood', '#grazfoodguide', '#grazfoodscene', '#grazfoodspots', '#partnerbetrieb', '#genusstückgraz', '#eröffnung', '#supportyourlocal', '#regionaleköstlichkeiten', '#steirisch', '#heimisch', '#gemeinsamwasbewegen', '#kreatives', '#gutscheineinlösen', '#kundengewinnen', '#schnäppchenalarm', '#anleitungen', '#brunchlovers', '#brunchpartnersincrime', '#brunchhard', '#brunchhardorgohome', '#brunchen', '#party', '#loyaltyapp', '#visitlinz', '#visitaustria', '#kundenzufriedenheit', '#hamsterlove', '#danke']"
jonas.unt,8.33%,16.67%,14.29%,11.11%,16.67%,28.57%,"['#Repost', '#wesualworld', '#food', '#foody', '#healthyfood', '#soulfood', '#foodstagram', '#diyfoodys', '#patiserie', '#home', '#thewild', '#deer', '#Snow', '#networking', '#ventureshipaula', '#graz', '#wesual', '#hungryspider', '#spider', '#startup', '#bozen', '#break', '#sun', '#mtb', '#greatview', '#greatsunday', '#goodforthesoul', '#regeneration', '#b2bsoftwaredays', '#wesolutions', '#summer', '#great', '#relaxing', '#stegersbach', '#recharge', '#soul', '#rest', '#vacation', '#vacationtine', '#fun', '#energy', '#beautiful', '#rindsrouladen', '#süsskartoffel', '#püre', '#eatclean', '#greatfood', '#mountainbike', '#plabutsch', '#foodprep', '#yummy', '#getlean', '#schweinsbraten', '#instafood', '#healthy', '#nutrition', '#absolutelysugarfree', '#gösting', '#moubtaibike', '#radon', '#onebigfamily', '#trees', '#wood', '#nature', '#sport', '#regenerate', '#sloul', '#electriclicious', '#sundaywork', '#session', '#Festival', '#bildein', '#party', '#work', '#mails', '#stuff', '#outdoor', '#sales', '#wien', '#schwedenplatz', '#wallersee', '#family', '#relax', '#city', '#best', '#schlossberg', '#kasematten', '#itg', '#startupspritzer']"
cafe_fotter,8.33%,0.0%,0.0%,0.0%,0.0%,14.29%,"['#cafefotter', '#cafefottergraz', '#fottern', '#graz', '#gastgarten', '#rosengarten', '#sommerzeit', '#sommeringraz', '#rosegarden', '#kaffeehausgraz', '#foodgraz', '#coffee', '#cake', '#freitag', '#coffeemood☕️', '#jhornigcoffee', '#fotternonline', '#falstaff', '#falstaffmagazine', '#breakfast', '#brunch', '#bestbreakfast', '#breakfastingraz', '#voting', '#igersgraz', '#coffeelover', '#kaffee', '#zeitung', '#wochenende', '#weekendvibes', '#sommer', '#kaffeepause', '#supportyourlocalbusiness', '#weihnachten2020', '#takeaway', '#daheim', '#togo', '#corona', '#covid19', '#supportsmallbusiness', '#supportyourlocal', '#instagood', '#igersaustria', '#breakingnews', '#staytuned', '#allesneu', '#valentinstag', '#valentinesday', '#frühstückzuzweit', '#fotterbreakfastclub', '#neuesimaugust', '#breakfasttime', '#coffeelovers', '#latteart', '#jhornig', '#fbc', '#breakfastclub', '#bfc', '#frühstück', '#frühstückingraz', '#frühstücken', '#frühstückeningraz', '#foodlover', '#instadaily', '#potd', '#valentines', '#valentinesday2021', '#sunday', '#sundayvibes', '#ferien', '#sommer2021', '#bowltime', '#ferienzeit', '#summertime', '#holidaymood', '#summerspecial', '#espressoorange', '#espressotonic', '#coffeetime', '#igersstyria', '#doglove', '#hund', '#hundeliebe', '#cafe_fotter', '#sommerdessert', '#frischundsaisonal', '#erdbeerdessert', '#hörsaalf', '#vote', '#foodporn', '#neuermonatneuekarte', '#neuekarte', '#saisonales', '#fotter', '#breakfastlover', '#bittebeehrensiemichwieder', '#covid_19', '#jobs', '#gastrojobs', '#gastrojobsgraz', '#muttertag', '#mothersday', '#wiedereröffnung', '#reopening', '#sicheregastfreundschaft', '#frühling', '#spring', '#frühlingingraz', '#gastronomie', '#lockdown2021', '#hörsaalf', '#thankful', '#togetherwearestronger', '#supportyourlocalhero', '#supporteachother', '#local', '#localbusiness', '#localbrand', '#muttertag2021', '#mothersday2021', '#ostern', '#ostern2021', '#ostersonntag', '#frühling']"
