username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,like_best_cluster_of_all,like_best_cluster_of_top_20,used_hashtags
Mohamed06268573,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#الهم_والغم', '#صورة_ملف_شخصي_جديدة', '#البرد_يبي_حبيبه', '#قصة_حقيقية', '#اللهم_بارك', '#اللهم_وفقنا_لما_تحب_وترضى', '#احنا', '#السيسي_منقذ_مصر', '#تامروعز_في_جمهورالتالتة', '#في_اليوم_ده', '#انتظرتك_كثيرا', '#جمعه_مباركه', '#مما_قيل', '#حلــــوه_بطبعہاآا', '#بقلبہآا', '#هتغلـب', '#سنہاآا', '#MiaSanChampi6ns', '#البافاري_بطل_السداسيه', '#ابوتريكة', '#كهربا', '#مروان', '#الجواز', '#هاني', '#فتحي', '#الشناوي_بطل', '#مروان_محسن', '#الاهلي', '#الاهلي_ثالث_العالم', '#لمصر', '#الاهلي_بايرن', '#البرونزيه_التانيه_يااهلي', '#اكرامي', '#السولية', '#الأهلي_بالميراس', '#في_الكونافه', '#مـاعـاد', '#ومـاعـاد', '#تـتركوني', '#مـاعـاد_بـدي_حـدا', '#بالخوازيق', '#ابن_حرامي_الساعات', '#المريخ', '#بيراميدز', '#بيراميدز_راسينج', '#MilanOnFire', '#ThisIsMilan', '#الميلان', '#ليل', '#اياكس', '#ارسنال_مانشستر_يونايتد', '#ميلان', '#مفيش_مستحيل_في', '#بوكيتينو', '#نيمار', '#برشلونة', '#JummaMubarak', '#HayirliCumalar', '#Messi768', '#نتفرج_بعدها_نحكم', '#اتفرجواحكمو', '#مقولة', '#beINTERACT', '#النمر', '#قناة_الحياة', '#رمضان_٢٠٢١', '#سينرچي', '#المتحدة', '#رامز_عقله_طار', '#رمضان_2021', '#رامز_جلال', '#راديو_هيتس', '#رمضان_أيامه_حلوة', '#رمضان_الخير', '#MonthOfGood', '#ملوك_الجدعنة', '#نسل_الأغراب', '#زي', '#ضل_راجل', '#WATCHiT', '#مسلسل_ضل_راجل', '#ياسر_جلال', '#ضد_الكسر', '#حسين_الشحات', '#رامي_صبري', '#يا_رب', '#عظمة', '#نرمين_الفقي', '#تشيلسي', '#مانشستر_سيتي', '#العاشرة_يا_اهلي', '#ساري', '#mohamed_gamal', '#مانشستر_سيتي_تشلسي', '#UCLFinal', '#الدوري_الاوروبي', '#UELfinal', '#TotalCAFSC', '#سيرميكا', '#LFC', '#اعتزال_امال_ماهر_مرفوض', '#مع_شوبير', '#الأفضل_مع_شوبير', '#يونايتد', '#فلسطين_تنتفض', '#اليورو', '#يورو2020', '#ابوالتاريخ', '#دموع_وقحة', '#عوالم_وقحه', '#بعون_الله_العاشره_اهلاويه', '#العاشره_لجمهورك_يااهلي', '#مسيلي_ع_نفسك', '#خاطره', '#لاتنسوا', '#العاشرة_يا_ابطال', '#شاركوني_ارائكم', '#بالروح_الدوري_مش_هيروح', '#الونش', '#TotalEnergiesCAFCL', '#ONTime_Sports', '#تتجوز_المصريه_ولا_الاوربيه', '#رغيف_العيش', '#TotalEnergiesCAFCC', '#ليه_يفقرونا_وهما_يعيشوا', '#في_الدوري', '#سيراميكا_كليوباترا', '#يلا_يا_أهلي']"
Flexcart1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#UM4', '#StillFunny']"
General44831997,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#PutYourCountryNameHere', '#HostTownMessageo', '#HostTownMessage', '#GetVaccinated', '#COVID19']"
Leeshapiro5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Happyface', '#Bitcoin', '#dogecoin', '#DogeCoinTo1Dollar', '#doge', '#CashAppExtraCredit']"
AndilabCharlyn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
AsiaaMonaee12,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ChimeSignSweeps', '#ChimeSignSweepstakes']"
Mrs,0.0%,16.67%,0.0%,11.11%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#amongthehidden', '#numberthestars', '#teachertwitter', '#ela', '#ohio', '#novels', '#donorschoose', '#sprinkles', '#BetterTogether', '#friyay', '#clearthelist', '#education', '#popcorn', '#socialemotional', '#mentalhealth', '#recess', '#movement', '#underdog', '#OH', '#payitforward', '#TheChallengeAllStars', '#godfather', '#lessthan10', '#MentalHealthMatters', '#SocialEmotionalLearning', '#kindness', '#kindnessrocks', '#VenmoItForward', '#firstyearteacher', '#twitterlove', '#clearthelists', '#food', '#TeacherAppreciationWeek', '#specialeducation', '#funwithalane', '#funewithalane', '#wishlist', '#happyplace', '#beach', '#vacaymode', '#surprise', '#ClearTheList', '#contest', '#TMobileTuesdays', '#teachers', '#Thankiversary', '#MoneyGramMonday', '#SummerSchool', '#3moredays', '#ATeachersWish2021', '#MagentaMagic', '#CodeBreaker', '#flexible', '#Indians', '#RedSox', '#boundaries', '#BacktoSchool2021', '#SaveManifest', '#Manifest', '#TeamMagenta']"
OfficialDetPage,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#27', '#Capricorn', '#JustChill', '#iswear', '#NoKizzy', '#StillGettingPayDoeTrust', '#Glee', '#STOPPLAYING', '#GottaGetIt', '#unbelievable', '#Fuck12', '#BetterDays', '#ThatAhLie', '#BestWay', '#Capping']"
bcash0305,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#gapol', '#Arkansas', '#restore', '#StopWhiteHate', '#BoulderColorado', '#AdamToledo', '#BlueAnon', '#AmericaFirst', '#NotOurAudit', '#COVID19', '#trumpsthehitman', '#BuildBackBetter']"
mortezai,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Movies', '#StreamTV', '#TVChannels', '#TVOnline', '#TVShows', '#XfinityX1', '#FreeTVStreaming', '#FreeMovieStreaming']"
Pessi,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Fermezlesecoles', '#FermerLesEcoles', '#BlanquerDemission', '#blanquer', '#ecoles', '#lycee', '#college', '#Castex', '#macron', '#COVID19', '#confinement3', '#covid19', '#confinement', '#COVID19france', '#Castex18h', '#fermezlesécoles', '#ExamsControleContinu', '#lycéens', '#blocus', '#lycées', '#Bac2021', '#ControleContinu', '#COVID19France', '#Berlin', '#Allemagne', '#France', '#NewYork', '#américaine', '#PessiRetourAuPrime', '#PessiLivesMatter', '#pessi']"
fahath,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#𝓐𝓭𝓲𝓹𝓸𝓵𝓲', '#OnamVibes', '#Adipoli', '#peopleslove', '#𝒜𝒹𝒾𝓅ℴ𝓁𝒾', '#ThinkOriginals', '#Onam2021']"
JackTWhitlock,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#NASA', '#JPL', '#Tesla', '#Cybertruck', '#SpaceXStarship', '#SpaceX', '#ElonMusk', '#7NEWS', '#Raptor', '#3dart', '#BocaChica', '#SN11', '#icantthinkofanyhastags', '#journeyintoimaginationisnotatthemagickingdom', '#Extra', '#TSW2', '#tubetrainingermany', '#MothOff', '#Moth', '#EarthDay2021', '#YouTube', '#Dogecoin', '#dogetothemoon', '#Thunderbirds', '#WenNotExplode', '#FlatStarshipNosecone', '#Today', '#HappyBirthdayElonMusk', '#Happy50thElon']"
TBALift,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#weightlifting', '#AEWElevation', '#PPAALLDAY', '#TheWingmen']"
TaiwoMastermind,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Alderwell14,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Kingrecs,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 537","['#Believe', '#MUFC', '#MUFC_FAMILY', '#BussItChallenge', '#21IsComing', '#PLRMC', '#LIVMUN', '#PremierLeague', '#MUNLIV', '#FACup', '#HappyBirthdayBobMarley', '#HappyBirthdayToMe', '#6February', '#KingOfReggae', '#Aquarius', '#JahRastafari', '#UnitedAgainstRacism', '#Mauritius', '#WeAllOne', '#PESCM', '#Totti', '#gymmotivation', '#gymlife', '#goals', '#NeverGiveUp', '#W12', '#MUNNEW', '#HappyIndependenceDayMauritius', '#AfricaUnite', '#BunnyWailer', '#RestInPeace', '#RestInPower', '#Jamaica', '#RastamanLiveUp', '#RMCEuropa', '#EuropaLeague', '#MUNACM', '#HappyIndependenceMauritius', '#Africaunite', '#TheKing', '#KingMJ', '#KingMichaelJackson', '#QueenSiedahGarrett', '#DangerousTour92', '#Bucharest', '#LosAngeles', '#LA', '#MichaelJackson', '#YouTube', '#MJFam', '#Corgi', '#CorgiCrew', '#Corgioftwitter', '#EuropaLeaguedraw', '#RMC', '#MUSCRedDevils', '#Lekip', '#DMXforever', '#RIPDMX', '#DMX', '#XGonGiveItToYa', '#Deezer', '#HappyEaster', '#Easter', '#HappyEasterSunday', '#Jesusisrisen', '#Amen', '#Alleluia', '#UEL', '#WeBringTheWorldTogether', '#NoToEuropeanSuperLeague', '#NoToSuperLeague', '#KHALEDKHALED', '#WeTheBestMusic', '#AnotherOne', '#BeamMeUpScotty', '#SeeingGreen', '#Barbz', '#Thankful', '#ThankfulThursday', '#WeBestMusic', '#BarringtonLevy', '#DJKhaled', '#WhereYouComeFrom', '#MUNFUL', '#UELfinal', '#Verstappen', '#Hamilton', '#MercedesAMGF1', '#RedBullRacing', '#StyriaGP', '#StyrianGrandPrix', '#F1', '#JuneTeenth', '#JuneTeenth2021', '#HappyJuneteenth', '#ThreeLions', '#EURO2020', '#StyrianGP', '#ForeverLoading', '#IndependenceDay', '#HappyIndependenceDay', '#SouthSudan', '#9thJuly', '#RosemaryPlant', '#RoseMary', '#photo', '#photooftheday', '#4thofJuly', '#HappyIndependenceDay2021', '#HappyIndependeceAmerica', '#USA', '#KingRichard', '#TheMarathonContinues', '#1', '#MLSAllStar', '#wutang', '#wutangonhulu', '#RockHall2021', '#CaptainVela', '#CaptainChicharito', '#CaptainZimmerman', '#CaptainRoldan']"
MohammedAlHutam,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#الأسد', '#تعز']"
Jennife24287108,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#truth', '#TruthBeTold', '#AmericaFirst', '#AmericansSeeRightThroughDemocratLies', '#democratsareliars', '#DemocratsAreCorrupt', '#DemocratsAreDestroyingAmerica', '#EnoughIsEnough', '#WakeUpAmerica', '#LiberalHypocrisy', '#LiberalPrivilege', '#ItsAllAboutPowerAndPolitics', '#IHaveARightToProtectMyselfAndMyProperty', '#GoodLuckWithThat', '#SaveCalifornia', '#TurnCaliforniaRed', '#RecallGavinNewsom', '#RecountCalifornia', '#AMERICAFIRST', '#KarmasABitch', '#YouPlayYouPay', '#TooBadSoSad', '#TurnAroundIsFairPlay', '#DemocratsTheEnemyWithin', '#WalkAwayFromDemocratsForever', '#WAKEUPAMERICA', '#DemocratsAreCheaters', '#ElectionFraud', '#Election2022', '#RemovePelosiNow', '#PelosiMustGo', '#FoxNews', '#TuckerSubscribe', '#BorderCrisis', '#BidenBorderCrisis', '#BidenLies', '#BidenLiedAgain', '#DementiaJoe']"
dadkhah,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#AcceptDoge', '#Doge4Tesla', '#Dogelover', '#1', '#AcceptDOGE', '#dogetothemoon', '#doge', '#AMC', '#Dogecoin', '#dogearmy', '#Dogecoinarmy', '#acceptDogecoin', '#Doge4tesla', '#2', '#Dogethereum', '#Doge', '#DogecoinToTheMoon', '#DogecoinRise', '#acceptdogecoin', '#DogeFamily', '#DogeCoinTo1Dollar', '#dogeshades', '#dogecoin', '#dogeydoges', '#AcceptDogecoin']"
StevenOPrice,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
klokeo38,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ماهو_سر_نجاح_الزواج', '#جريمه_قتل_صباح_السالم', '#دوري_ابطال_اسيا', '#الهلال_التعاون', '#صباحات_الهلال', '#النصر', '#الاهلى', '#الاتحاد']"
1PikaPein,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#KeepItTight', '#uudd', '#B4G4', '#Funko', '#Funkogiveaway', '#Pop', '#AnimeMonth', '#Naruto', '#TeamGodzilla', '#GodzillaVsKong', '#TeamKong', '#WWERaw', '#StoneColdDay', '#AEWDark', '#g4tv', '#AEWDynamite', '#DaPartySayings', '#Smackdown', '#Superman', '#Giveaway', '#ScarletNexusSweepstakes', '#E32021', '#gamers', '#Woods4KOTR', '#notthat1', '#AEW', '#Bayonetta3', '#GuiltyGearStrive', '#Letsrock', '#doodala', '#AEWUnmatched', '#Repost', '#NintendoSwitch', '#Firmware', '#Updates', '#Pokemon', '#Mobile', '#PokemonGO', '#Psychonauts2', '#FireNation', '#SNES', '#twitchstream', '#NMH3', '#TravisTouchdown', '#Gaming', '#GreatGigs', '#AllElite', '#AEWRampage', '#gamestopesports', '#DeathSantis']"
MuffinxMadness,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 538","['#exclusive', '#Download', '#rewards', '#travel', '#free', '#SocialDistancing', '#5GFriday', '#cashapptrivia', '#CashAppTrivia', '#Sweepstakes', '#LeaderIn5G', '#campingworldbowl', '#weekday', '#weekend', '#HalfTimeShow', '#theweeknd', '#itswhateveryouwantittobe', '#CampingWorldBowl', '#SuperBowl', '#pickme', '#austinpoints', '#intern', '#campingworldbest', '#SG21', '#Leaderin5G', '#SBLV', '#closemyeyeswhilelayinginaGanderRV', '#closemyeyes', '#campingworldnascar', '#findaperfectsleepingbag', '#perfectsleepingbag', '#Doge', '#CashAppBitcoin', '#bitclout', '#resistanceisfutile', '#INVESTINYOU', '#partner', '#15YearsofMiley', '#cashappfriday', '#Thankiversary', '#contest', '#TMobileTuesdays', '#GetThanked']"
Carissas,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#PS4share']
mppack42,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#earthquake']
crose,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#lovenseorgy', '#WhyIChime', '#whyichime', '#WiggleWednesday', '#WhatsamacallitWednesday']"
gman9027,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#BigelowIcedTeaDay', '#WendysFrostyccinoIsColdBrewWithFrostyCreamer', '#WendysFrostyccinolsColdBrewWithFrostyCreamer', '#attexplore', '#sweepstakes', '#4aKlondike', '#NationalIcedTeaDay', '#LiptonIcedTeaDay', '#sweeps', '#fingerscrossed', '#painresource', '#SWEEPSTAKES', '#andaseat', '#alwaysfnatic', '#esports', '#GridPS5', '#MLBALLSTAR', '#HomeRunDerby', '#giveaway', '#PeakSquad', '#Sweepstakes', '#AcedIT', '#LabattSweeps', '#THINSProtectionProgram', '#win', '#FunKon', '#FunKon2021', '#Funko', '#FunkoPop', '#FunkoVirtualCon', '#CashAppExtraCredit', '#contests', '#tweets4toys', '#Tweet4toys', '#Giveaway', '#FunkoGiveaway', '#XboxFreeGuySweepstakes', '#BelleAndBubbles', '#FalkenTire', '#Winning', '#Wednesday']"
CPlayzzTL,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#RoadToSI2021', '#RainbowSixSiege', '#sponsored', '#SixInvitational', '#C9Win', '#OriginalXbox', '#SundayThoughts', '#MajesticPrincess', '#WelcomeBackPrincess', '#ThankYouAlaska', '#Sponsored', '#PrincessCruises']"
Hamzabenymina,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#flenn', '#pnl', '#Messi']"
DENZELAFRICAAA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#BidenMustGo', '#LetsWakeItUp', '#RONARON']"
AppiahF40351771,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#TV3GH']
what,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#Inauguration', '#FreeXBOXday', '#sneakerssweepstake', '#ChromaticaCookieHunt', '#sweepstakes', '#AmstelLodgeLife', '#theofficesweepstakes', '#peacocktv', '#giveaway', '#ThisIsGold', '#trulygold', '#SuperBowlWeeknd', '#PepsiEntry', '#pepsientry', '#fiverrcontest', '#GobigwithFiverr', '#PlayingCupid', '#loveeverafter', '#comingtoamerica', '#ValentinesDay', '#Coming2America', '#Giveaway', '#LaceEmUp', '#FarewellMadea', '#TheOvalOnBET', '#PringlesSpaceDrop', '#contest', '#fierofriday', '#FastFoodiesFund', '#coming2america', '#ULTRAOrganicSeltzer', '#Sweepstakes', '#RealisBetter', '#ArtificialisBetter', '#sanrio', '#amiibocards', '#AToastTo', '#Heroes', '#Heros', '#Pubs', '#Community', '#TeamStellaFridge', '#StellaMutual', '#TeamTandemBike', '#PerrierEnergize', '#mayophobia', '#FieroFriday', '#ipsy', '#BuschFarmWedding', '#OscarCookMyKicks', '#solaropposites', '#KorvosBBQSweepstakes', '#vc', '#saltyreeses', '#rewardingmadness', '#promotion', '#overshareinyourunderwear', '#hanestspgiveaway', '#hangingwithmypeeps', '#PepsiSweepstakes', '#WithoutRemorse', '#SolsticeLager', '#BreezyRooftop', '#BackyardPatio', '#SunnyBeach', '#ShadedPark', '#CrispFinish', '#CitrusNotes', '#TripleFiltered', '#RefreshingTaste', '#competitionn', '#Ramen', '#competition', '#FreebieFriday', '#Win', '#BeachAllDay', '#MountainAllTheWay', '#withoutremorse', '#happybirthdaytomclancy', '#MichaelBJordan', '#HappyBirthdayTomClancy', '#triviartois', '#CPGIVEAWAY', '#TalentiRecipeSweeps', '#breathethecheesy', '#everyactioncounts', '#SmoothLikeButter', '#boxyflourish', '#giftedbyboxy', '#boxycharm', '#CruelSummer', '#KiaMVP', '#PlayerName', '#KiaWhoYaGot', '#StreamingDay', '#Roku', '#TheRokuChannel', '#NattySour1K', '#CheersTo21Years', '#TasteOfTheIslands', '#win', '#GFUEL', '#NattySummer', '#forthefarmers', '#tubianimay', '#freeliketubisweepstakes', '#tubianimau', '#ATotalSwitchShow', '#takesummerbythecoolers', '#tubiAniMay', '#FreeLikeTubiSweepstakes', '#DisneyBundle', '#blogher', '#BlogHer', '#entityclean', '#freshfriedandcrispy', '#SONIC', '#Sonic30th', '#BeInfinite', '#GodzillaVsKong', '#tubi90s', '#stanleycupsemifinals', '#unstoppabletogether', '#fomogo', '#entry', '#pixarluca', '#SipIntoSummer', '#SunriseAndShine', '#BurstOfFun', '#PopOfFlavor', '#TeaWithCousinT', '#IBringTheFlavor', '#IBringRefreshments', '#IBringAGift', '#ItGetsMeOnMyGame', '#AmericaRunsOnIt', '#FreeFloatFriday', '#4aklondike', '#animalkingdom', '#4aklondikeshake', '#tasteofvictory', '#TakeGoldTasteGolden', '#AnimalKingdom', '#HitTheBuds', '#tastethegolden', '#SARGENTOMacAndCheeseDay', '#AllOutWithBoxy', '#boxyallout', '#GIVEAWAY', '#BlueLotus', '#Seaweed', '#KohlsFinds', '#PurlissePerfect', '#WritersTearsComp', '#BeInItToWinIt', '#Irish', '#Whiskey', '#Whisky', '#allstargiveaway', '#AllStars6', '#RuOClock', '#AllStarGiveaway', '#Calypsolemonademonth', '#CalypsoLemonadeMonth', '#PumpkinSpiceSigLatte', '#PumpkinCreamColdBrew', '#kohlsfinds', '#dashtoschool', '#DinnerWithWandaVision']"
Lashawn29469737,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Kaseya', '#CyberSecurity', '#SoundCloud', '#WritingCommunity']"
granville,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"10.0%, Cluster: community cluster 16","['#winespectatorcontest', '#GuacFood', '#GuacFromMexico', '#Sweepstakes', '#WorldNutellaDaySweeps', '#LoveDelivered', '#NationalPizzaDay', '#MagentaMAX', '#5Gsfor5G', '#contest', '#ThankQRC', '#Contest', '#PayPalPartner', '#FreeCaseFriday', '#ThanksTodd', '#LaceEmUp', '#Giveaway', '#MahomesZoneSweepstakes', '#SBLV', '#Coming2America', '#giveaway', '#TMobileTuesdays', '#DAYTONA500', '#ToyotaRacingGiveaway', '#FarewellMadea', '#TheOvalOnBET', '#RoyalGiveaway', '#LittleLifts', '#PixarSoul', '#PixarSweeps', '#PeakWhiteCheddar', '#GroovesBreakEntry', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#OscarCookMyKicks', '#PerrierEnergize', '#OvershareInYourUnderwear', '#HanesTSPGiveaway', '#BUSCHCARSWEWPSTAKES', '#KYDerby', '#BetOnBacon', '#EarthDay', '#INVESTINYOU', '#partner', '#15YearsofMiley', '#InvestInYou', '#dos3X3Ucontest', '#NoPurNec', '#SuccessAnywhere', '#BuschReunionContest', '#DQSweetestSeasonPass', '#DQSweepstakes', '#NestleToulouse', '#campingworldlovesUSA', '#rv', '#camp', '#USA', '#Travel', '#adventure', '#explore', '#discover', '#America', '#Thankiversary', '#CountdownEntry', '#RuleYourDay', '#FOMOGO', '#MyMcDonaldsFanContest', '#CA', '#Canfessional', '#DewDoOver', '#THINSProtectionProgram', '#PricelessSurprises', '#SummerIsAGoGiveaway', '#LiptonTogetherSweepstakes', '#FreesNotFees', '#DashToSchool', '#Entry', '#sweepstakes', '#CaliRoots2022', '#ItsAMovement', '#TakeGoldTasteGolden']"
Sauri1861,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#pinapple', '#pixel_dailies', '#pixelart', '#ドット絵', '#Goth', '#ゴスロリ', '#gothiclolita', '#BloodMoon', '#ドット絵こんばーた', '#フルーツバスケット', '#フルーツバスケットTheFinal', '#フルバ応援イラスト', '#フルバ', '#fruitsbasket', '#tohruhonda', '#notepad', '#RedFruits', '#WarmClothing', '#neon', '#beret', '#round', '#FishingGarden', '#dtiys', '#digitalart', '#drawthisinyourstyle', '#shibuyapixelart2021', '#1bit', '#pjweekly', '#pixeljoint', '#pixelartist', '#aseprite', '#indieworldorder', '#gamedev', '#indiedev', '#indiegame', '#godotengine', '#capsule', '#spreadsheet', '#FruitsBasketfinalseason', '#FruitsBasketseason3', '#fruba', '#fanart', '#YogaDay', '#YogaDay2021', '#InternationalYogaDay', '#Veronicalodge', '#BountyHunter', '#YashahimePrincessHalfDemon', '#inuyasha', '#FoodStall', '#GiantMonster', '#whomademeaprincess', '#어느날공주가되어버렸다', '#wmmap', '#pixeldailies', '#clubpenguin', '#cprewritten', '#miku100', '#ある日お姫様になってしまった件について', '#common']"
waz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#PAKvSA', '#HarHaalMainCricket', '#PDM', '#IPL', '#SAvPAK', '#بڑے_ہو_کر_جیو']"
MarquisLJones1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 22","['#KCChiefs', '#BecauseMiami', '#BecauseHialeah', '#sndl', '#RiveraStrong', '#BlackBoyJoy', '#ExpelMarjorie', '#SuperBowl', '#BlackHistoryMonth', '#ChiefsKindom', '#RunItBack', '#NBAAllStar', '#ChiefsKingdom', '#Legacy', '#KobeBryant', '#LakeShow', '#Lakers', '#8NN', '#SoulOfANation', '#Chiefs', '#chiefs', '#OTD', '#EndQualifiedImmunity', '#WrestleMania', '#DaBrat', '#SourceBdays', '#HBD', '#Lakeshow', '#UFC261', '#JointAddress', '#LongLiveDMX', '#GoodTrouble', '#TokyoParalympics', '#SwimTrials21', '#TokyoOlympics', '#promotion', '#DontGoChasinNoDeal', '#Love', '#BeLoveDay', '#BelovedCommunity', '#Olympics', '#WeGotUs', '#SourceLove', '#DONDA', '#Maia', '#HBCU', '#lLegend', '#Trailblazer']"
AnkurBhutaniIND,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Vandemataram', '#RepublicDay', '#JaiHind', '#JaiShriRam', '#ArrestRajdeep', '#मनम', '#जयश', '#100DaysOfCode', '#INDvENG', '#NewProfilePic', '#HappyHoli', '#1', '#ShareMax', '#DelhiLockdown', '#spreadingpositivity', '#sharemax', '#PalwalPolice', '#सल', '#NationalDefenceAcademy', '#DantKanti', '#WesupportBabaRamdev', '#proudtobesikh', '#Lamborghini', '#RG_is_Coming', '#NLArchives', '#HinduEcosystem', '#Sikhs', '#WeAreBecauseTheyWere', '#Taliban', '#Hindutva', '#Onam', '#Youthias']"
Zanrz1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#PS4share']
positivelysavvy,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#HHphotocontest', '#makinglifewarmer', '#VaroforTomorrow', '#Sweepstakes', '#VaroForTomorrow', '#FreeSpideyPS5', '#ArcherOnFXonHulu', '#Giveaway', '#UltimatePlay', '#IPSY', '#GIVEAWAY', '#PeacockFlockSweepstakes', '#hedgehog', '#attexplore', '#sweepstakes', '#CountdownEntry', '#CrunchClassicEntry', '#FreePS5friday', '#FreeSwitch', '#FreePCday', '#MoneyGramMonday', '#BoxyCharm', '#dogecoin', '#doge', '#dogearmy', '#dogecoins', '#StayBlessed', '#giveaway', '#PS5', '#Android', '#playstation5', '#android', '#Doge', '#BitcoinSV', '#StellaMutual', '#HotPocketsNRG', '#StellaBites', '#KaChow', '#iPhone12', '#GameWithIntel', '#SDCMothersDay', '#nyxcosmeticsball', '#proudalliesforall', '#nyxcosmetics', '#CluCoinRise', '#AlaskaBucketList', '#RuleYourDay', '#AcedIt', '#IHGTellMeContest', '#ULTRAMe', '#LagunitasDogContest', '#WeLoveDogs', '#DogDays', '#2TheMoon', '#CLUday', '#GridPS5', '#CluCoin', '#BNB', '#DOGE', '#ETH', '#Bitcoin', '#Manifest', '#SaveManifest', '#Tokyo2020', '#Olympics', '#OpeningCeremony', '#TYT', '#Salonpas', '#SalonpasStrong', '#goodmedicine', '#itsgoodmedicine', '#PS5OnTheHouse', '#LEONICORNSWAP', '#InternationalDogDay', '#boltup', '#49ers', '#SeasonsBest', '#BelkCollegeStyle', '#LeonicornSwap', '#TFriday', '#CheersTo21Years']"
ramzy,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#اعمل_خير', '#قطر', '#امريكا', '#قطر_في_الكأس_الذهبية', '#قطر_امريكا', '#نصف_النهائي', '#اليوم_الوطني_91_السعودي', '#إعادة_وتأهيل_المشاريع_القومية']"
Luner,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
ercan,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Akıncı', '#CnnTürkMasası']"
